date,selected_method,net_return,benchmark_return,net_active_return,turnover,cost,max_industry_weight,size_exposure,switch,weight_lingxi,weight_lingxi_pitnorm,weight_lingxi_pitnorm_gate_return_floor
2023-01-03,lingxi_pitnorm,0.016863599115533326,0.014138626214438973,0.0027249729010943528,0.5,0.0005,0.5,1.246953353520368,0.0,0.0,1.0,0.0
2023-01-04,lingxi_pitnorm,0.014496488040608558,0.013041473159781635,0.0014550148808269228,0.30000000000000004,0.00030000000000000003,0.30000000000000004,-0.09608466392407067,0.0,0.0,1.0,0.0
2023-01-05,lingxi_pitnorm,0.024102679526954524,0.0581661870289867,-0.03406350750203218,0.2,0.0002,0.30000000000000004,0.046069225903014654,0.0,0.0,1.0,0.0
2023-01-06,lingxi_pitnorm,0.09961794457508492,0.06299537414887094,0.03662257042621399,0.4,0.0004,0.5,0.49523845463639304,0.0,0.0,1.0,0.0
2023-01-07,lingxi_pitnorm,0.11139940035186488,0.07136108512253123,0.040038315229333654,0.2,0.0002,0.4,1.6356877936336645,0.0,0.0,1.0,0.0
2023-01-08,lingxi_pitnorm,0.11923599637561086,0.07479731372555862,0.04443868265005224,0.2,0.0002,0.4,0.5314475205625548,0.0,0.0,1.0,0.0
2023-01-09,lingxi_pitnorm,0.05577808935698099,0.04626940828299869,0.009508681073982297,0.2,0.0002,0.4,1.5375744033901704,0.0,0.0,1.0,0.0
2023-01-10,lingxi_pitnorm,0.020308261231384486,0.025757489487067832,-0.005449228255683346,0.1,0.0001,0.4,1.4024771806466774,0.0,0.0,1.0,0.0
2023-01-11,lingxi_pitnorm,0.014181650516831052,0.017080857070555348,-0.0028992065537242952,0.30000000000000004,0.00030000000000000003,0.4,0.7342796025345493,0.0,0.0,1.0,0.0
2023-01-12,lingxi_pitnorm,0.009104626015664849,0.01226701773945878,-0.0031623917237939315,0.1,0.0001,0.4,0.6270411022351787,0.0,0.0,1.0,0.0
2023-01-13,lingxi_pitnorm,-0.010426964093662203,-0.005855856532066444,-0.004571107561595759,0.2,0.0002,0.4,1.5873257912332193,0.0,0.0,1.0,0.0
2023-01-14,lingxi_pitnorm,-0.008095130212558612,-0.007132158827976733,-0.0009629713845818793,0.1,0.0001,0.4,0.9476789587848984,0.0,0.0,1.0,0.0
2023-01-15,lingxi_pitnorm,0.010044172224895669,0.008954976259352987,0.0010891959655426817,0.2,0.0002,0.4,1.21392748941145,0.0,0.0,1.0,0.0
2023-01-16,lingxi_pitnorm,0.008199303735365742,0.007038548029470475,0.001160755705895267,0.1,0.0001,0.4,1.5570988390735963,0.0,0.0,1.0,0.0
2023-01-17,lingxi_pitnorm,0.00744080552739161,0.00922869988576247,-0.0017878943583708598,0.2,0.0002,0.4,1.043991713051259,0.0,0.0,1.0,0.0
2023-01-18,lingxi_pitnorm,0.024752861744516335,0.023530187317162662,0.0012226744273536733,0.2,0.0002,0.4,1.5056804305925269,0.0,0.0,1.0,0.0
2023-01-19,lingxi_pitnorm,0.010043909723890873,0.008288280088172189,0.0017556296357186842,0.2,0.0002,0.4,0.5703395778722999,0.0,0.0,1.0,0.0
2023-01-20,lingxi_pitnorm,-0.0005657364104401918,0.001965873554424097,-0.0025316099648642885,0.1,0.0001,0.4,0.6891851440010051,0.0,0.0,1.0,0.0
2023-01-21,lingxi_pitnorm,0.0075262445500296525,0.0069486468150698946,0.000577597734959758,0.1,0.0001,0.4,0.7458387154316455,0.0,0.0,1.0,0.0
2023-01-22,lingxi_pitnorm,0.011143568063117818,0.008130968615936244,0.0030125994471815742,0.1,0.0001,0.4,0.5684702052526589,0.0,0.0,1.0,0.0
2023-01-23,lingxi_pitnorm,-0.0007528139898525893,0.002213147586336935,-0.0029659615761895245,0.7000000000000001,0.0007000000000000001,0.6,0.8061531241857232,0.0,0.0,1.0,0.0
