date,selected_method,net_return,benchmark_return,net_active_return,turnover,cost,max_industry_weight,size_exposure,switch,weight_lingxi,weight_lingxi_pitnorm,weight_lingxi_pitnorm_gate_return_floor
2023-01-03,equal,0.009855709512627615,0.006168675270062455,0.0036870342425651594,0.5,0.0005,0.6000000000000001,1.4588682991239743,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-04,equal,0.015156731994737114,0.0063945878236824575,0.008762144171054656,0.2,0.0002,0.6000000000000001,1.3145026749647073,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-05,equal,0.01941089020507556,0.009605209181020835,0.009805681024054725,0.6000000000000001,0.0006000000000000001,0.4,0.3057928534719139,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-06,equal,0.01839761952237644,0.00608008140339477,0.012317538118981671,0.2,0.0002,0.6000000000000001,0.40860700617602674,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-09,equal,0.016413907080779708,0.005087218743960816,0.011326688336818892,0.4,0.0004,0.4,0.7090925389973926,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-10,equal,0.007100983090835835,-1.6881912967489087e-05,0.007117865003803324,0.2,0.0002,0.4,0.6869703082919223,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-11,equal,-0.0028188027080988044,-0.0037644281126863453,0.0009456254045875408,0.2,0.0002,0.6000000000000001,0.4745027900644203,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-12,equal,0.003335833376216572,-0.0006518681970145402,0.0039877015732311125,0.2,0.0002,0.4,0.79798773259893,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-13,equal,0.008098901551038299,0.0013931925510944493,0.006705708999943849,0.2,0.0002,0.6000000000000001,0.8111456727744047,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-17,equal,0.00591869345842892,0.0020583248300680155,0.0038603686283609044,0.0,0.0,0.6000000000000001,0.6415889288487904,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-18,equal,0.011918439381866899,0.005619156958010211,0.006299282423856687,0.2,0.0002,0.4,0.636537989983303,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-19,equal,0.02052754533236128,0.00881931590604049,0.011708229426320788,0.0,0.0,0.4,0.6517591540759113,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-20,equal,0.01595947393070301,0.004660152985292912,0.011299320945410097,0.0,0.0,0.4,0.597813962323201,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-23,equal,0.0017464795530024047,-0.0010605111396785744,0.002806990692680979,0.2,0.0002,0.4,0.858200205432059,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-24,equal,0.0031273015712851085,0.0012026367029241735,0.001924664868360935,0.0,0.0,0.4,0.9002426908287688,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-25,equal,0.0072124177275193265,0.004087911241980951,0.003124506485538375,0.0,0.0,0.4,0.7993549729273468,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-26,equal,0.01777135788546683,0.005810592300947633,0.011960765584519197,0.2,0.0002,0.4,0.8885400986617604,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-27,equal,0.007300396863532024,0.003663044669484896,0.003637352194047128,0.2,0.0002,0.4,0.5565446069442785,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-30,equal,0.01237147157709501,0.005156875046504199,0.00721459653059081,0.2,0.0002,0.4,0.7977886894489359,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-01-31,equal,0.012126920332223134,0.005202247042420548,0.006924673289802586,0.2,0.0002,0.6000000000000001,0.6430810513561944,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-02-01,equal,0.007091625794535076,-0.00030117478886597935,0.007392800583401055,0.4,0.0004,0.4666666666666667,0.8029189160215264,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-02-02,equal,-0.005171750971545846,-0.0049390691929840965,-0.00023268177856174913,0.33333333333333337,0.0003333333333333334,0.4666666666666667,0.37667233350601376,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-02-03,equal,-0.0027532513159788,-0.003363351869173729,0.0006101005531949292,0.13333333333333333,0.00013333333333333334,0.3333333333333333,0.20289996739364113,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
